route_code,origin,destination,terminal_name,zone,dispatch_datetime,scheduled_minutes,actual_minutes,passengers_boarded
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-09-26T00:00:00,37,45,34
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-09-26T00:00:00,37,45,34
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-09-26T00:00:00,37,45,34
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-09-26T00:00:00,37,45,34
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-09-26T00:00:00,37,45,34
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-09-28T00:00:00,41,51,36
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-09-30T00:00:00,25,37,38
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-10-02T00:00:00,29,31,40
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-10-04T00:00:00,33,37,42
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-10-06T00:00:00,37,43,44
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-10-08T00:00:00,41,49,46
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-10-10T00:00:00,25,35,48
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-10-12T00:00:00,29,41,50
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-10-14T00:00:00,33,29,52
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-10-16T00:00:00,37,35,54
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-10-18T00:00:00,41,41,56
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-10-20T00:00:00,25,27,58
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-10-22T00:00:00,29,33,60
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-10-24T00:00:00,33,39,62
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2022-10-26T00:00:00,37,45,64
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2022-10-28T00:00:00,41,51,66
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2022-10-30T00:00:00,25,37,68
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-11-01T00:00:00,27,28,70
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-11-01T00:00:00,27,28,70
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-11-01T00:00:00,27,28,70
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-11-01T00:00:00,27,28,70
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-11-01T00:00:00,27,28,70
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-11-01T00:00:00,27,28,70
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-11-03T00:00:00,31,34,72
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-11-05T00:00:00,35,40,74
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-11-07T00:00:00,39,46,76
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-11-07T00:00:00,39,46,76
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-11-07T00:00:00,39,46,76
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-11-07T00:00:00,39,46,76
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-11-07T00:00:00,39,46,76
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-11-07T00:00:00,39,46,76
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-11-09T00:00:00,43,52,78
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-11-11T00:00:00,27,38,80
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-11-13T00:00:00,31,44,82
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-11-13T00:00:00,31,44,82
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-11-13T00:00:00,31,44,82
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-11-13T00:00:00,31,44,82
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-11-13T00:00:00,31,44,82
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-11-13T00:00:00,31,44,82
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-11-15T00:00:00,35,32,84
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-11-17T00:00:00,39,38,86
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-11-19T00:00:00,43,44,88
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-11-19T00:00:00,43,44,88
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-11-19T00:00:00,43,44,88
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-11-19T00:00:00,43,44,88
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-11-19T00:00:00,43,44,88
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-11-19T00:00:00,43,44,88
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-11-21T00:00:00,27,30,90
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-11-23T00:00:00,31,36,92
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-11-25T00:00:00,35,42,94
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-11-25T00:00:00,35,42,94
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-11-25T00:00:00,35,42,94
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-11-25T00:00:00,35,42,94
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-11-25T00:00:00,35,42,94
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-11-25T00:00:00,35,42,94
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-11-27T00:00:00,39,48,96
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-11-29T00:00:00,43,54,98
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-12-01T00:00:00,27,28,30
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-12-01T00:00:00,27,28,30
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-12-01T00:00:00,27,28,30
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-12-01T00:00:00,27,28,30
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-12-01T00:00:00,27,28,30
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-12-01T00:00:00,27,28,30
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-12-03T00:00:00,31,34,32
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-12-05T00:00:00,35,40,34
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-12-07T00:00:00,39,46,36
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-12-07T00:00:00,39,46,36
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-12-07T00:00:00,39,46,36
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-12-07T00:00:00,39,46,36
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-12-07T00:00:00,39,46,36
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-12-07T00:00:00,39,46,36
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-12-09T00:00:00,43,52,38
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-12-11T00:00:00,27,38,40
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-12-13T00:00:00,31,44,42
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-12-13T00:00:00,31,44,42
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-12-13T00:00:00,31,44,42
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-12-13T00:00:00,31,44,42
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-12-13T00:00:00,31,44,42
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-12-13T00:00:00,31,44,42
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-12-15T00:00:00,35,32,44
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-12-17T00:00:00,39,38,46
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-12-19T00:00:00,43,44,48
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-12-19T00:00:00,43,44,48
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-12-19T00:00:00,43,44,48
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-12-19T00:00:00,43,44,48
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-12-19T00:00:00,43,44,48
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-12-19T00:00:00,43,44,48
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-12-21T00:00:00,27,30,50
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2022-12-23T00:00:00,31,36,52
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2022-12-25T00:00:00,35,42,54
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2022-12-25T00:00:00,35,42,54
C3,Hub Este,Hub Oeste,Hub Este,Este,2022-12-25T00:00:00,35,42,54
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2022-12-25T00:00:00,35,42,54
E5,Plaza Metro,Hub Este,Hub Este,Este,2022-12-25T00:00:00,35,42,54
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2022-12-25T00:00:00,35,42,54
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2022-12-27T00:00:00,39,48,56
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2022-12-29T00:00:00,43,54,58
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2022-12-29T00:00:00,43,54,58
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2022-12-29T00:00:00,43,54,58
